ip,common_name,organization,country,locality,province,sandns,sanip,selfsigned
"52.1.10.100","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"52.1.22.52","id.b2b.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","id.b2b.yahooinc.com|id.b2b.verizonmedia.com|id.identityb2b.aws.oath.cloud","","false"
"52.1.51.34","partner-pub.content-hub.aws.prod.fleks-contenthub-staging-419812","Oath Inc.","US","","","fleks-contenthub-staging-419812.partner-pub-content-hub-aws-prod.aws.oath.cloud|fleks-contenthub-staging-419812.partner-pub-content-hub-aws-prod.aws.yahoo.cloud|fleks-contenthub-staging-419812.partner-pub-content-hub-aws-prod.svc.cluster.local|fleks-contenthub-staging-419812.content-syndication-staging.svc.cluster.local","","false"
"52.1.72.12","gemini-native.aws-core-usmdev.ufe","Oath Inc.","US","","","ufe.gemini-native-aws-core-usmdev.aws.oath.cloud|*.ufe.gemini-native-aws-core-usmdev.aws.oath.cloud|ufe.gemini-native-aws-core-usmdev.aws.yahoo.cloud|*.ufe.gemini-native-aws-core-usmdev.aws.yahoo.cloud","","false"
"52.1.90.119","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"52.1.117.115","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"52.1.140.216","consent.oath.com","Oath Holdings Inc.","US","Sunnyvale","California","consent.oath.com|consent.yahoo.com|guce.verizonmedia.com|guce2.oath.com|guce.alephd.com|guce.aol.ca|guce.aol.co.uk|guce.isp.netscape.com|guce.vidible.tv|guce.wmconnect.com|guce.yahoo.com.hk|guce.yahoo.com.tw|guce.adaptv.advertising.com|guce.search.yahoo.com|guce.search.aol.com|guce.recherche.aol.fr|guce.search.aol.ca|guce.search.aol.co.uk|guce.suche.aol.de|guce.techcrunch.cn|guce.tacoda.at.atwola.com|guce.adtech.de|guce.adtechus.com|guce.adtechjp.com|guce.adap.tv|guce.nexage.com|guce.cashay.com|guce.intheknow.com|guce.yahoofinance.com|guce.boxely.com|guce.instore.com|guce.helping.com|guce.ygm.com|guce.binoz.com|guce.searchjam.com|guce.glp.searchjam.com|guce.ad.com|guce.instoreautos.com|guce.instoredownloads.com|guce.instorecars.com|guce.instorehomes.com|guce.netbusiness.com|guce.walletpop.com|guce.wimzi.com|guce.ehealth247.com|guce.yshop.tw|guce.wavezie.com|guce.ouryahoo.com|guce.yahooinc.com|connectid.yahoo.com|guce.umbat.com|guce.5min.com|guce.checkonce.com","","false"
"52.1.183.253","supplycicd.dev.secret-service","Oath Inc.","US","","","secret-service.supplycicd-dev.aws.oath.cloud|secret-service.supplycicd-dev.aws.yahoo.cloud","","false"
"52.1.184.75","prod.helpcachetool.media.corp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","prod.helpcachetool.media.corp.yahoo.com|helpcachetool.media.corp.yahoo.com","","false"
"52.210.89.26","stage.help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.trogiup.yahoo.com","","false"
"52.211.31.222","yho.com","Oath Holdings Inc.","US","Sunnyvale","California","yho.com|ucs.netsvs.yahoo.com|tw.buy.yahoo.com|testing.partners.yahooinc.com|maw.ouroath.com|id.berita.yahoo.com|i.yahoo|forums.yahoo.net|enlight.yahoo.net|enlight-stage.yahoo.net|brb.yahoo.net|beboundless.jp|api.view.yahoo.com|*.yahooinc.com|*.yahooapis.com|*.yahoo.com|*.www.yahooinc.com|*.www.verizonmedia.com|*.weather.yahoo.com|*.video.yahoo.com|*.vida-estilo.yahoo.com|*.verizonmedia.com|*.tv.yahoo.com|*.trogiup.yahoo.com|*.trendr.yahoo.com|*.style.yahoo.com|*.stars.yahoo.com|*.sports.yahoo.com|*.shopping.yahoo.com|*.seguridad.yahoo.com|*.secure.yahoo.com|*.search.yahooinc.com|*.screen.yahoo.com|*.query.yahoo.com|*.publishing.oath.com|*.pomoc.yahoo.com|*.people.yahoo.com|*.omg.yahoo.com|*.oath.com|*.notizie.yahoo.com|*.noticias.yahoo.com|*.news.yahoo.com|*.nachrichten.yahoo.com|*.mysterio.yahoo.com|*.music.yahoo.com|*.mujer.yahoo.com|*.movies.yahoo.com|*.mobile.yahoo.com|*.mobi.yahoo.com|*.media.yahoo.com|*.maw.ouroath.com|*.martech.yahoo.com|*.live.yahoo.com|*.lifestyle.yahoo.com|*.kino.yahoo.com|*.intheknow.yahoo.com|*.hilfe.yahoo.com|*.help.yahoo.com|*.golf.fantasysports.yahoo.com|*.games.yahoo.com|*.fireplace.yahoo.com|*.finanzen.yahoo.com|*.finanzas.yahoo.com|*.finance.yahoo.com|*.financas.yahoo.com|*.fantasysports.yahooapis.com|*.fantasysports.yahoo.com|*.experiences.media.yahoo.com|*.eurosport.yahoo.com|*.esports.yahoo.com|*.entertainment.yahoo.com|*.emailanalytics.yahoo.com|*.ec.yahoo.com|*.ec-horizontal-rewards.aws.oath.cloud|*.downloads.yahoo.com|*.deportes.yahoo.com|*.data.yahoo.com|*.cinema.yahoo.com|*.cine.yahoo.com|*.celebrity.yahoo.com|*.celebridades.yahoo.com|*.beboundless.jp|*.beauty.yahoo.com|*.bantuan.yahoo.com|*.ayuda.yahoo.com|*.autos.yahoo.com|*.att.yahoo.com|*.analytics.yahooinc.com|*.analytics.verizonmedia.com|*.ajutor.yahoo.com|*.ajuda.yahoo.com|*.aiuto.yahoo.com|*.aide.yahoo.com|*.adx.yahoo.com|*.adtech.yahooinc.com|*.adspecs.yahooinc.com|*.adspecs.yahoo.com|*.adspecs.verizonmedia.com|*.adshowcase.yahooinc.com|*.adshowcase.verizonmedia.com","","false"
"52.211.150.33","gemini-native.aws-core-usm-prod.ufe","Oath Inc.","US","","","ufe.gemini-native-aws-core-usm-prod.aws.oath.cloud|*.ufe.gemini-native-aws-core-usm-prod.aws.oath.cloud|ufe.gemini-native-aws-core-usm-prod.aws.yahoo.cloud|*.ufe.gemini-native-aws-core-usm-prod.aws.yahoo.cloud","","false"
"52.208.114.237","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.omoc.yahoo.com|*.trogiup.yahoo.com","","false"
"52.208.145.163","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.help.yahoo.com","","false"
"52.208.246.39","yho.com","Oath Holdings Inc.","US","Sunnyvale","California","yho.com|ucs.netsvs.yahoo.com|tw.buy.yahoo.com|testing.partners.yahooinc.com|maw.ouroath.com|id.berita.yahoo.com|i.yahoo|forums.yahoo.net|enlight.yahoo.net|enlight-stage.yahoo.net|brb.yahoo.net|beboundless.jp|api.view.yahoo.com|*.yahooinc.com|*.yahooapis.com|*.yahoo.com|*.www.yahooinc.com|*.www.verizonmedia.com|*.weather.yahoo.com|*.video.yahoo.com|*.vida-estilo.yahoo.com|*.verizonmedia.com|*.tv.yahoo.com|*.trogiup.yahoo.com|*.trendr.yahoo.com|*.style.yahoo.com|*.stars.yahoo.com|*.sports.yahoo.com|*.shopping.yahoo.com|*.seguridad.yahoo.com|*.secure.yahoo.com|*.search.yahooinc.com|*.screen.yahoo.com|*.query.yahoo.com|*.publishing.oath.com|*.pomoc.yahoo.com|*.people.yahoo.com|*.omg.yahoo.com|*.oath.com|*.notizie.yahoo.com|*.noticias.yahoo.com|*.news.yahoo.com|*.nachrichten.yahoo.com|*.mysterio.yahoo.com|*.music.yahoo.com|*.mujer.yahoo.com|*.movies.yahoo.com|*.mobile.yahoo.com|*.mobi.yahoo.com|*.media.yahoo.com|*.maw.ouroath.com|*.martech.yahoo.com|*.live.yahoo.com|*.lifestyle.yahoo.com|*.kino.yahoo.com|*.intheknow.yahoo.com|*.hilfe.yahoo.com|*.help.yahoo.com|*.golf.fantasysports.yahoo.com|*.games.yahoo.com|*.fireplace.yahoo.com|*.finanzen.yahoo.com|*.finanzas.yahoo.com|*.finance.yahoo.com|*.financas.yahoo.com|*.fantasysports.yahooapis.com|*.fantasysports.yahoo.com|*.experiences.media.yahoo.com|*.eurosport.yahoo.com|*.esports.yahoo.com|*.entertainment.yahoo.com|*.emailanalytics.yahoo.com|*.ec.yahoo.com|*.ec-horizontal-rewards.aws.oath.cloud|*.downloads.yahoo.com|*.deportes.yahoo.com|*.data.yahoo.com|*.cinema.yahoo.com|*.cine.yahoo.com|*.celebrity.yahoo.com|*.celebridades.yahoo.com|*.beboundless.jp|*.beauty.yahoo.com|*.bantuan.yahoo.com|*.ayuda.yahoo.com|*.autos.yahoo.com|*.att.yahoo.com|*.analytics.yahooinc.com|*.analytics.verizonmedia.com|*.ajutor.yahoo.com|*.ajuda.yahoo.com|*.aiuto.yahoo.com|*.aide.yahoo.com|*.adx.yahoo.com|*.adtech.yahooinc.com|*.adspecs.yahooinc.com|*.adspecs.yahoo.com|*.adspecs.verizonmedia.com|*.adshowcase.yahooinc.com|*.adshowcase.verizonmedia.com","","false"
"18.190.132.151","dev-api.push.verizonmedia.com","Oath Holdings Inc.","US","Sunnyvale","California","dev-api.push.verizonmedia.com|dev-api.push.yahoo.com|dev-api.notificationsystems-rivendell-aws-dev.aws.oath.cloud|dev-int-api.push.verizonmedia.com|dev-int-api.push.yahoo.com|dev-int-publisher.push.yahoo.com|dev-integration-api.notificationsystems-rivendell-aws-dev.aws.oath.cloud|dev-perf-api.push.yahoo.com|dev-perf-api.notificationsystems-rivendell-aws-dev.aws.oath.cloud","","false"
"3.131.58.117","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"3.131.188.186","*.comms-notifications-prod.aws.oath.cloud","Oath Holdings Inc.","US","Sunnyvale","California","*.comms-notifications-prod.aws.oath.cloud|*.tap.ouroath.com|yahoo-tap.ouroath.com|aol-tap.ouroath.com|*.tap.yahoo.com|pub-tap.push.yahoo.com|read-tap.push.yahoo.com|client-tap.push.yahoo.com|op-tap.push.yahoo.com|client-tap.push.mail.aol.com","","false"
"3.131.248.1","tls-log.vzbuilders.com","Oath Holdings Inc.","US","Sunnyvale","California","tls-log.vzbuilders.com|log.tls.ouryahoo.com","","false"
"13.50.184.192","src1.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","src1.yahoo.com|*.oath.com|*.ouroath.com|*.ouryahoo.com|*.yahoo.com|*.aol.com|*.aol.de|*.verizonmedia.com|*.yahooinc.com|*.yahoo.bg|*.yahoo.ca|*.yahoo.cn|*.yahoo.co.in|*.yahoo.co.nz|*.yahoo.co.th|*.yahoo.co.uk|*.yahoo.com.ar|*.yahoo.com.au|*.yahoo.com.br|*.yahoo.com.cn|*.yahoo.com.hk|*.yahoo.com.mx|*.yahoo.com.ph|*.yahoo.com.sg|*.yahoo.com.tw|*.yahoo.com.vn|*.yahoo.com.my|*.yahoo.co.id|*.yahoo.de|*.yahoo.ee|*.yahoo.es|*.yahoo.fr|*.yahoo.hk|*.yahoo.hu|*.yahoo.ie|*.yahoo.in|*.yahoo.it|*.yahoo.ph|*.yahoo.pt|*.yahoo.sg|*.brightroll.com|*.ops.aol.com|*.web.aol.com|*.aol.co.uk|*.aol.jp|*.engadget.com|*.teamaol.com|*.aol.fr|*.aol.ca|*.joystiq.com|*.maktoob.com|*.yahooapis.com|*.yahoomusic.com|*.vzbuilders.com|*.onemobile.aol.com|*.makers.com|*.isp.netscape.com|*.yahoosportsbook.com|*.isp.yahoo.com|*.glp.searchjam.com|*.notdonedocumentary.com|*.notdonefilm.com|*.yahoosports.com|*.yahoofinance.com|*.broman.vzbuilders.com|*.knowledge.yahoo.com|*.advertising.yahoo.com|*.builtbygirls.com|*.yahoo.net|*.yahoosmallbusiness.com","","false"
"13.50.231.128","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"13.50.253.236","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"54.245.178.242","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"54.245.208.54","*.g11n.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.g11n.yahoo.com|g11n.yahoo.com","","false"
"52.58.161.192","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"52.58.169.57","*.pubgw.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.pubgw.yahoo.com|pubgw.yahoo.com|*.publisher-gateway-prod.aws.oath.cloud|*.pubgw.ads.yahoo.com|pubgw.ads.yahoo.com","","false"
"52.58.195.15","*.pubgw.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.pubgw.yahoo.com|pubgw.yahoo.com|*.publisher-gateway-prod.aws.oath.cloud|*.pubgw.ads.yahoo.com|pubgw.ads.yahoo.com","","false"
"52.59.66.51","*.csc.adserver.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.csc.adserver.yahoo.com|adserver.yahoo.com|*.ad.yieldmanager.net|scrserv.amp.yahoo.com|*.adserver.yahoo.com|*.pointguard-qa.aws.oath.cloud|*.pointguard.aws.oath.cloud","","false"
"52.59.112.95","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"52.59.151.16","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"99.81.202.128","*.vto.assistant.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.vto.assistant.yahoo.com|*.vto.commerce.yahoo.com","","false"
"44.226.52.75","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"44.226.135.48","api.comet.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","api.comet.yahooinc.com","","false"
"44.226.150.134","pe-dba.aws.ads.prd","Oath Inc.","US","","","prd.pe-dba-aws-ads.aws.oath.cloud|prd.pe-dba-aws-ads.aws.yahoo.cloud|i-019985f728e10f9e9.instanceid.athenz.aws.oath.cloud","","false"
"44.226.151.189","notificationsystems.mbp.prod.cluster","Oath Inc.","US","","","cluster.notificationsystems-mbp-prod.aws.oath.cloud|cluster.notificationsystems-mbp-prod.aws.yahoo.cloud","","false"
"44.226.158.194","pe-dba.aws.ads.npd","Oath Inc.","US","","","npd.pe-dba-aws-ads.aws.oath.cloud|npd.pe-dba-aws-ads.aws.yahoo.cloud|i-07d1d8b2d9b4a7ff0.instanceid.athenz.aws.oath.cloud","","false"
"44.226.180.106","*.oath-marketing-yahooinc-development.aws.oath.cloud","","","","","*.oath-marketing-yahooinc-development.aws.oath.cloud","","false"
"44.227.219.172","stage.help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.trogiup.yahoo.com","","false"
"3.126.118.184","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"3.127.240.247","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"52.57.1.80","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"52.57.43.87","yahoo.com","DY Test","DE","Wessling","Some-State","","","true"
"52.57.51.216","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"52.57.52.221","*.csc.adserver.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.csc.adserver.yahoo.com|adserver.yahoo.com|*.ad.yieldmanager.net|scrserv.amp.yahoo.com|*.adserver.yahoo.com|*.pointguard-qa.aws.oath.cloud|*.pointguard.aws.oath.cloud","","false"
"52.57.76.139","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"52.57.171.100","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
